,IOC,Type,VT Malicious,VT Suspicious,Total Engines,Severity %,Microsoft Detection,OTX Pulses,In CIRCL Dataset,Country,State,City,Latitude,Longitude
51,176.46.138.211,ip_address,7,2,95,7.37,undetected,4,No,United States,Washington,Redmond,47.6694,-122.122
52,185.93.89.174,ip_address,8,2,95,8.42,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
53,185.93.89.188,ip_address,7,1,95,7.37,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
54,176.46.138.228,ip_address,7,2,95,7.37,undetected,4,No,United States,Washington,Redmond,47.6694,-122.122
55,104.250.164.221,ip_address,6,2,95,6.32,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
56,185.93.89.182,ip_address,7,3,95,7.37,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
57,185.93.89.181,ip_address,8,2,95,8.42,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
58,85.206.167.134,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
59,85.206.167.140,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
60,185.25.48.97,ip_address,1,1,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
61,honipsiops.in,domain,0,0,95,0,undetected,2,No,,,,0,0
62,176.46.138.235,ip_address,7,2,95,7.37,undetected,2,No,United States,Washington,Redmond,47.6694,-122.122
63,104.250.164.224,ip_address,7,1,95,7.37,undetected,2,No,United Kingdom,England,Manchester,53.4907,-2.24024
64,185.93.89.149,ip_address,7,3,95,7.37,undetected,2,No,United Kingdom,England,London,51.5072,-0.127586
65,185.93.89.152,ip_address,6,3,95,6.32,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
66,104.250.164.227,ip_address,6,1,95,6.32,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
67,104.250.164.223,ip_address,8,2,95,8.42,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
68,185.64.106.186,ip_address,1,1,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
69,85.206.160.250,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
70,185.25.49.181,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
71,185.25.49.220,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
72,185.25.48.102,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
73,85.206.167.138,ip_address,1,1,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
74,104.250.164.226,ip_address,6,2,95,6.32,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
75,185.93.89.176,ip_address,6,3,95,6.32,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
76,85.206.167.142,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9399,23.3132
77,185.64.104.68,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
78,185.64.106.189,ip_address,1,0,95,1.05,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
79,185.25.49.183,ip_address,2,0,95,2.11,undetected,2,No,Lithuania,Siauliai,Šiauliai,55.9349,23.3137
80,185.93.89.144,ip_address,6,3,95,6.32,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
81,185.93.89.191,ip_address,8,3,95,8.42,undetected,4,No,United Kingdom,England,London,51.5072,-0.127586
82,104.250.164.228,ip_address,6,2,95,6.32,undetected,4,No,United Kingdom,England,Manchester,53.4907,-2.24024
83,176.46.138.233,ip_address,7,2,95,7.37,undetected,2,No,United States,Washington,Redmond,47.6694,-122.122
84,89.39.149.228,ip_address,1,0,95,1.05,undetected,2,No,Romania,Galați County,Galati,45.4334,28.0547
85,185.93.89.189,ip_address,7,2,95,7.37,undetected,2,No,United Kingdom,England,London,51.5072,-0.127586
